humidity,2015-01-21T16:46:09.9475364Z,humidity15,0,79
light,2015-01-21T16:46:09.9475364Z,light15,0,906
temperature,2015-01-21T16:46:09.9825620Z,energy16,0,24.38
energy,2015-01-21T16:46:09.9825620Z,energy16,0,2945
humidity,2015-01-21T16:46:09.9825620Z,humidity16,0,64
light,2015-01-21T16:46:09.9825620Z,light16,0,1003
temperature,2015-01-21T16:46:09.9965715Z,energy17,0,22.71
energy,2015-01-21T16:46:09.9965715Z,energy17,0,2749
humidity,2015-01-21T16:46:09.9965715Z,humidity17,0,53
light,2015-01-21T16:46:09.9965715Z,light17,0,655
temperature,2015-01-21T16:46:10.0045768Z,energy18,0,28.07
energy,2015-01-21T16:46:10.0045768Z,energy18,0,4279
humidity,2015-01-21T16:46:10.0045768Z,humidity18,0,43
light,2015-01-21T16:46:10.0045768Z,light18,0,1570
temperature,2015-01-21T16:46:10.0165849Z,energy19,0,29.93
energy,2015-01-21T16:46:10.0165849Z,energy19,0,4175
humidity,2015-01-21T16:46:10.0165849Z,humidity19,0,72
light,2015-01-21T16:46:10.0165849Z,light19,0,1187
temperature,2015-01-21T16:46:10.0265933Z,energy20,0,25.91
energy,2015-01-21T16:46:10.0265933Z,energy20,0,3512
humidity,2015-01-21T16:46:10.0265933Z,humidity20,0,65
light,2015-01-21T16:46:10.0265933Z,light20,0,457
temperature,2015-01-21T16:46:10.0456066Z,energy21,0,20.34
energy,2015-01-21T16:46:10.0456066Z,energy21,0,4014
humidity,2015-01-21T16:46:10.0456066Z,humidity21,0,46
light,2015-01-21T16:46:10.0456066Z,light21,0,871
temperature,2015-01-21T16:46:10.0616185Z,energy22,0,32.38
energy,2015-01-21T16:46:10.0616185Z,energy22,0,6099
humidity,2015-01-21T16:46:10.0626176Z,humidity22,0,42
light,2015-01-21T16:46:10.0626176Z,light22,0,1510
temperature,2015-01-21T16:46:10.0756338Z,energy23,0,26.77
energy,2015-01-21T16:46:10.0756338Z,energy23,0,3684
humidity,2015-01-21T16:46:10.0756338Z,humidity23,0,64
light,2015-01-21T16:46:10.0756338Z,light23,0,535
temperature,2015-01-21T16:46:10.0866481Z,energy24,0,20.79
energy,2015-01-21T16:46:10.0866481Z,energy24,0,2513
humidity,2015-01-21T16:46:10.0866481Z,humidity24,0,67
light,2015-01-21T16:46:10.0866481Z,light24,0,834
temperature,2015-01-21T16:46:10.0996447Z,energy25,0,24.38
energy,2015-01-21T16:46:10.0996447Z,energy25,0,2445
humidity,2015-01-21T16:46:10.0996447Z,humidity25,0,43
light,2015-01-21T16:46:10.0996447Z,light25,0,1332
temperature,2015-01-21T16:46:10.1096518Z,energy26,0,26.52
energy,2015-01-21T16:46:10.1096518Z,energy26,0,2392
humidity,2015-01-21T16:46:10.1106527Z,humidity26,0,70
light,2015-01-21T16:46:10.1106527Z,light26,0,978
temperature,2015-01-21T16:46:10.1196580Z,energy27,0,25.97
energy,2015-01-21T16:46:10.1196580Z,energy27,0,2219
humidity,2015-01-21T16:46:10.1196580Z,humidity27,0,56
light,2015-01-21T16:46:10.1196580Z,light27,0,1730
temperature,2015-01-21T16:46:10.1316933Z,energy28,0,26.55
energy,2015-01-21T16:46:10.1316933Z,energy28,0,2349
humidity,2015-01-21T16:46:10.1316933Z,humidity28,0,71
light,2015-01-21T16:46:10.1316933Z,light28,0,402
temperature,2015-01-21T16:46:10.1386981Z,energy29,0,26.29
energy,2015-01-21T16:46:10.1386981Z,energy29,0,4135
humidity,2015-01-21T16:46:10.1386981Z,humidity29,0,56
light,2015-01-21T16:46:10.1386981Z,light29,0,1255
temperature,2015-01-21T16:46:10.1477047Z,energy30,0,20.66
energy,2015-01-21T16:46:10.1477047Z,energy30,0,2396
humidity,2015-01-21T16:46:10.1477047Z,humidity30,0,75
light,2015-01-21T16:46:10.1506843Z,light30,0,623
temperature,2015-01-21T16:46:10.1656921Z,energy31,0,21.31
energy,2015-01-21T16:46:10.1666930Z,energy31,0,3433
humidity,2015-01-21T16:46:10.1666930Z,humidity31,0,63
light,2015-01-21T16:46:10.1666930Z,light31,0,602
temperature,2015-01-21T16:46:10.1757238Z,energy32,0,21.21
energy,2015-01-21T16:46:10.1757238Z,energy32,0,4314
humidity,2015-01-21T16:46:10.1757238Z,humidity32,0,68
light,2015-01-21T16:46:10.1757238Z,light32,0,1306
temperature,2015-01-21T16:46:10.1867055Z,energy33,0,28.55
energy,2015-01-21T16:46:10.1867055Z,energy33,0,2695
humidity,2015-01-21T16:46:10.1867055Z,humidity33,0,45
light,2015-01-21T16:46:10.1867055Z,light33,0,952
temperature,2015-01-21T16:46:10.2007422Z,energy34,0,23.57
energy,2015-01-21T16:46:10.2007422Z,energy34,0,4299
humidity,2015-01-21T16:46:10.2007422Z,humidity34,0,60
light,2015-01-21T16:46:10.2007422Z,light34,0,1700
temperature,2015-01-21T16:46:10.2087230Z,energy35,0,28.28
energy,2015-01-21T16:46:10.2087230Z,energy35,0,3805
humidity,2015-01-21T16:46:10.2087230Z,humidity35,0,71
light,2015-01-21T16:46:10.2087230Z,light35,0,1088
temperature,2015-01-21T16:46:10.2167336Z,energy36,0,24.96
energy,2015-01-21T16:46:10.2167336Z,energy36,0,2325
humidity,2015-01-21T16:46:10.2167336Z,humidity36,0,43
light,2015-01-21T16:46:10.2167336Z,light36,0,1177
temperature,2015-01-21T16:46:10.2257344Z,energy37,0,27
energy,2015-01-21T16:46:10.2257344Z,energy37,0,3139
humidity,2015-01-21T16:46:10.2257344Z,humidity37,0,62
light,2015-01-21T16:46:10.2257344Z,light37,0,711
temperature,2015-01-21T16:46:10.2327383Z,energy38,0,26.62
energy,2015-01-21T16:46:10.2327383Z,energy38,0,4888
humidity,2015-01-21T16:46:10.2327383Z,humidity38,0,53
light,2015-01-21T16:46:10.2327383Z,light38,0,687
temperature,2015-01-21T16:46:10.2417458Z,energy39,0,22.17
energy,2015-01-21T16:46:10.2417458Z,energy39,0,4177
humidity,2015-01-21T16:46:10.2417458Z,humidity39,0,62
light,2015-01-21T16:46:10.2417458Z,light39,0,458
temperature,2015-01-21T16:46:10.2497542Z,energy40,0,24.68
energy,2015-01-21T16:46:10.2497542Z,energy40,0,3242
humidity,2015-01-21T16:46:10.2497542Z,humidity40,0,54
light,2015-01-21T16:46:10.2497542Z,light40,0,1599
temperature,2015-01-21T16:46:10.2647619Z,energy41,0,23.07
energy,2015-01-21T16:46:10.2647619Z,energy41,0,4004
humidity,2015-01-21T16:46:10.2647619Z,humidity41,0,79
light,2015-01-21T16:46:10.2647619Z,light41,0,920
temperature,2015-01-21T16:46:10.2737690Z,energy42,0,28.68
energy,2015-01-21T16:46:10.2737690Z,energy42,0,2746
humidity,2015-01-21T16:46:10.2737690Z,humidity42,0,71
light,2015-01-21T16:46:10.2737690Z,light42,0,1670
temperature,2015-01-21T16:46:10.2807729Z,energy43,0,21.75
energy,2015-01-21T16:46:10.2807729Z,energy43,0,3380
humidity,2015-01-21T16:46:10.2807729Z,humidity43,0,70
light,2015-01-21T16:46:10.2807729Z,light43,0,889
temperature,2015-01-21T16:46:10.2888054Z,energy44,0,22.76
energy,2015-01-21T16:46:10.2888054Z,energy44,0,2794
humidity,2015-01-21T16:46:10.2888054Z,humidity44,0,70
light,2015-01-21T16:46:10.2888054Z,light44,0,139
temperature,2015-01-21T16:46:10.2978312Z,energy45,0,23.35
energy,2015-01-21T16:46:10.2978312Z,energy45,0,4713
humidity,2015-01-21T16:46:10.2978312Z,humidity45,0,61
light,2015-01-21T16:46:10.2978312Z,light45,0,1408
temperature,2015-01-21T16:46:10.3058463Z,energy46,0,21.68
energy,2015-01-21T16:46:10.3058463Z,energy46,0,2896
humidity,2015-01-21T16:46:10.3058463Z,humidity46,0,78
light,2015-01-21T16:46:10.3058463Z,light46,0,1743
temperature,2015-01-21T16:46:10.3138470Z,energy47,0,27.9
energy,2015-01-21T16:46:10.3138470Z,energy47,0,4216
humidity,2015-01-21T16:46:10.3138470Z,humidity47,0,49
light,2015-01-21T16:46:10.3138470Z,light47,0,1221
temperature,2015-01-21T16:46:10.3228541Z,energy48,0,21.82
energy,2015-01-21T16:46:10.3228541Z,energy48,0,2736
humidity,2015-01-21T16:46:10.3228541Z,humidity48,0,55
light,2015-01-21T16:46:10.3228541Z,light48,0,917
temperature,2015-01-21T16:46:10.3308848Z,energy49,0,21.97
energy,2015-01-21T16:46:10.3308848Z,energy49,0,4632
humidity,2015-01-21T16:46:10.3308848Z,humidity49,0,49
light,2015-01-21T16:46:10.3308848Z,light49,0,1596
temperature,2015-01-21T16:46:10.3388646Z,energy0,1,20.67
energy,2015-01-21T16:46:10.3388646Z,energy0,1,3685
humidity,2015-01-21T16:46:10.3388646Z,humidity0,1,66
light,2015-01-21T16:46:10.3388646Z,light0,1,976
temperature,2015-01-21T16:46:10.3498727Z,energy1,1,25.19
energy,2015-01-21T16:46:10.3498727Z,energy1,1,3872
humidity,2015-01-21T16:46:10.3498727Z,humidity1,1,46
light,2015-01-21T16:46:10.3498727Z,light1,1,511
temperature,2015-01-21T16:46:10.3618821Z,energy2,1,21.78
energy,2015-01-21T16:46:10.3618821Z,energy2,1,4478
humidity,2015-01-21T16:46:10.3618821Z,humidity2,1,41
light,2015-01-21T16:46:10.3618821Z,light2,1,18
temperature,2015-01-21T16:46:10.3729147Z,energy3,1,34.51
energy,2015-01-21T16:46:10.3729147Z,energy3,1,4074
humidity,2015-01-21T16:46:10.3729147Z,humidity3,1,73
light,2015-01-21T16:46:10.3729147Z,light3,1,1105
temperature,2015-01-21T16:46:10.3828969Z,energy4,1,27.91
energy,2015-01-21T16:46:10.3828969Z,energy4,1,3698
humidity,2015-01-21T16:46:10.3828969Z,humidity4,1,66
light,2015-01-21T16:46:10.3828969Z,light4,1,152
temperature,2015-01-21T16:46:10.3989087Z,energy5,1,26.31
energy,2015-01-21T16:46:10.3989087Z,energy5,1,2082
humidity,2015-01-21T16:46:10.3989087Z,humidity5,1,71
light,2015-01-21T16:46:10.3989087Z,light5,1,392
temperature,2015-01-21T16:46:10.4079140Z,energy6,1,19.67
energy,2015-01-21T16:46:10.4079140Z,energy6,1,2331
humidity,2015-01-21T16:46:10.4079140Z,humidity6,1,81
light,2015-01-21T16:46:10.4079140Z,light6,1,1759
temperature,2015-01-21T16:46:10.4169202Z,energy7,1,20.33
energy,2015-01-21T16:46:10.4169202Z,energy7,1,2735
humidity,2015-01-21T16:46:10.4169202Z,humidity7,1,49
light,2015-01-21T16:46:10.4169202Z,light7,1,1021
temperature,2015-01-21T16:46:10.4249326Z,energy8,1,26.02
energy,2015-01-21T16:46:10.4249326Z,energy8,1,5915
humidity,2015-01-21T16:46:10.4249326Z,humidity8,1,101
light,2015-01-21T16:46:10.4249326Z,light8,1,1484
temperature,2015-01-21T16:46:10.4339588Z,energy9,1,22.02
energy,2015-01-21T16:46:10.4339588Z,energy9,1,4883
humidity,2015-01-21T16:46:10.4339588Z,humidity9,1,47
light,2015-01-21T16:46:10.4339588Z,light9,1,1046
temperature,2015-01-21T16:46:10.4419391Z,energy10,1,20.98
energy,2015-01-21T16:46:10.4419391Z,energy10,1,3996
humidity,2015-01-21T16:46:10.4429405Z,humidity10,1,69
light,2015-01-21T16:46:10.4429405Z,light10,1,79
temperature,2015-01-21T16:46:10.4539463Z,energy11,1,26.35
energy,2015-01-21T16:46:10.4539463Z,energy11,1,2715
humidity,2015-01-21T16:46:10.4539463Z,humidity11,1,67
light,2015-01-21T16:46:10.4539463Z,light11,1,1366
temperature,2015-01-21T16:46:10.4749624Z,energy12,1,23.38
energy,2015-01-21T16:46:10.4749624Z,energy12,1,4276
humidity,2015-01-21T16:46:10.4759624Z,humidity12,1,64
light,2015-01-21T16:46:10.4759624Z,light12,1,1209
temperature,2015-01-21T16:46:10.4869700Z,energy13,1,21.87
energy,2015-01-21T16:46:10.4869700Z,energy13,1,2472
humidity,2015-01-21T16:46:10.4869700Z,humidity13,1,46
light,2015-01-21T16:46:10.4869700Z,light13,1,165
temperature,2015-01-21T16:46:10.4999853Z,energy14,1,28.57
energy,2015-01-21T16:46:10.4999853Z,energy14,1,3336
humidity,2015-01-21T16:46:10.4999853Z,humidity14,1,61
light,2015-01-21T16:46:10.4999853Z,light14,1,882
temperature,2015-01-21T16:46:10.5119943Z,energy15,1,28.49
energy,2015-01-21T16:46:10.5119943Z,energy15,1,2530
humidity,2015-01-21T16:46:10.5119943Z,humidity15,1,48
light,2015-01-21T16:46:10.5119943Z,light15,1,1767
temperature,2015-01-21T16:46:10.5229957Z,energy16,1,26.61
energy,2015-01-21T16:46:10.5229957Z,energy16,1,3938
humidity,2015-01-21T16:46:10.5229957Z,humidity16,1,78
light,2015-01-21T16:46:10.5229957Z,light16,1,200
temperature,2015-01-21T16:46:10.5350306Z,energy17,1,24.47
energy,2015-01-21T16:46:10.5350306Z,energy17,1,2065
humidity,2015-01-21T16:46:10.5350306Z,humidity17,1,54
light,2015-01-21T16:46:10.5350306Z,light17,1,1621
temperature,2015-01-21T16:46:10.5460391Z,energy18,1,23.37
energy,2015-01-21T16:46:10.5460391Z,energy18,1,2243
humidity,2015-01-21T16:46:10.5460391Z,humidity18,1,76
light,2015-01-21T16:46:10.5460391Z,light18,1,75
temperature,2015-01-21T16:46:10.5620308Z,energy19,1,23.91
energy,2015-01-21T16:46:10.5620308Z,energy19,1,3927
humidity,2015-01-21T16:46:10.5620308Z,humidity19,1,63
light,2015-01-21T16:46:10.5620308Z,light19,1,1372
temperature,2015-01-21T16:46:10.5870435Z,energy20,1,23.52
energy,2015-01-21T16:46:10.5870435Z,energy20,1,4697
humidity,2015-01-21T16:46:10.5870435Z,humidity20,1,67
light,2015-01-21T16:46:10.5870435Z,light20,1,536
temperature,2015-01-21T16:46:10.6000771Z,energy21,1,25.55
energy,2015-01-21T16:46:10.6010530Z,energy21,1,3639
humidity,2015-01-21T16:46:10.6010530Z,humidity21,1,47
light,2015-01-21T16:46:10.6010530Z,light21,1,1590
temperature,2015-01-21T16:46:10.6130669Z,energy22,1,32.82
energy,2015-01-21T16:46:10.6130669Z,energy22,1,5653
humidity,2015-01-21T16:46:10.6130669Z,humidity22,1,74
light,2015-01-21T16:46:10.6130669Z,light22,1,1442
temperature,2015-01-21T16:46:10.6280774Z,energy23,1,23.89
energy,2015-01-21T16:46:10.6280774Z,energy23,1,4006
humidity,2015-01-21T16:46:10.6280774Z,humidity23,1,64
light,2015-01-21T16:46:10.6280774Z,light23,1,1738
temperature,2015-01-21T16:46:10.6400873Z,energy24,1,24.13
energy,2015-01-21T16:46:10.6400873Z,energy24,1,4176
humidity,2015-01-21T16:46:10.6400873Z,humidity24,1,56
light,2015-01-21T16:46:10.6400873Z,light24,1,231
temperature,2015-01-21T16:46:10.6551169Z,energy25,1,22.29
energy,2015-01-21T16:46:10.6551169Z,energy25,1,3696
humidity,2015-01-21T16:46:10.6551169Z,humidity25,1,49
light,2015-01-21T16:46:10.6551169Z,light25,1,699
temperature,2015-01-21T16:46:10.6811091Z,energy26,1,23.63
energy,2015-01-21T16:46:10.6811091Z,energy26,1,4064
humidity,2015-01-21T16:46:10.6811091Z,humidity26,1,50
light,2015-01-21T16:46:10.6811091Z,light26,1,298
temperature,2015-01-21T16:46:10.6971477Z,energy27,1,21.88
energy,2015-01-21T16:46:10.6971477Z,energy27,1,2373
humidity,2015-01-21T16:46:10.6971477Z,humidity27,1,71
light,2015-01-21T16:46:10.6971477Z,light27,1,707
temperature,2015-01-21T16:46:10.7091290Z,energy28,1,28.65
energy,2015-01-21T16:46:10.7091290Z,energy28,1,4234
humidity,2015-01-21T16:46:10.7091290Z,humidity28,1,42
light,2015-01-21T16:46:10.7091290Z,light28,1,59
temperature,2015-01-21T16:46:10.7211416Z,energy29,1,25.3
energy,2015-01-21T16:46:10.7211416Z,energy29,1,4629
humidity,2015-01-21T16:46:10.7211416Z,humidity29,1,53
light,2015-01-21T16:46:10.7211416Z,light29,1,105
temperature,2015-01-21T16:46:10.7351730Z,energy30,1,23.45
energy,2015-01-21T16:46:10.7351730Z,energy30,1,2213
humidity,2015-01-21T16:46:10.7351730Z,humidity30,1,55
light,2015-01-21T16:46:10.7351730Z,light30,1,1181
temperature,2015-01-21T16:46:10.7991945Z,energy31,1,21.13
energy,2015-01-21T16:46:10.7991945Z,energy31,1,3595
humidity,2015-01-21T16:46:10.7991945Z,humidity31,1,57
light,2015-01-21T16:46:10.7991945Z,light31,1,1288
temperature,2015-01-21T16:46:10.8372193Z,energy32,1,23.89
energy,2015-01-21T16:46:10.8372193Z,energy32,1,4757
humidity,2015-01-21T16:46:10.8372193Z,humidity32,1,61
light,2015-01-21T16:46:10.8372193Z,light32,1,986
temperature,2015-01-21T16:46:10.9332886Z,energy33,1,21.05
energy,2015-01-21T16:46:10.9332886Z,energy33,1,3051
humidity,2015-01-21T16:46:10.9332886Z,humidity33,1,58
light,2015-01-21T16:46:10.9332886Z,light33,1,1510
temperature,2015-01-21T16:46:10.9533024Z,energy34,1,26.07
energy,2015-01-21T16:46:10.9533024Z,energy34,1,2534
humidity,2015-01-21T16:46:10.9533024Z,humidity34,1,74
light,2015-01-21T16:46:10.9533024Z,light34,1,1673
temperature,2015-01-21T16:46:10.9983351Z,energy35,1,22.39
energy,2015-01-21T16:46:10.9983351Z,energy35,1,2079
humidity,2015-01-21T16:46:10.9983351Z,humidity35,1,65
light,2015-01-21T16:46:10.9983351Z,light35,1,1060
temperature,2015-01-21T16:46:11.0363622Z,energy36,1,20.33
energy,2015-01-21T16:46:11.0373618Z,energy36,1,3356
humidity,2015-01-21T16:46:11.0373618Z,humidity36,1,73
light,2015-01-21T16:46:11.0373618Z,light36,1,1248
temperature,2015-01-21T16:46:11.0703855Z,energy37,1,25.42
energy,2015-01-21T16:46:11.0703855Z,energy37,1,3722
humidity,2015-01-21T16:46:11.0713873Z,humidity37,1,54
light,2015-01-21T16:46:11.0713873Z,light37,1,1049
temperature,2015-01-21T16:46:11.0934030Z,energy38,1,23.4
energy,2015-01-21T16:46:11.0934030Z,energy38,1,3062
humidity,2015-01-21T16:46:11.0934030Z,humidity38,1,68
light,2015-01-21T16:46:11.0934030Z,light38,1,397
temperature,2015-01-21T16:46:11.1104144Z,energy39,1,21.4
energy,2015-01-21T16:46:11.1104144Z,energy39,1,3680
humidity,2015-01-21T16:46:11.1104144Z,humidity39,1,48
light,2015-01-21T16:46:11.1104144Z,light39,1,1592
temperature,2015-01-21T16:46:11.1234230Z,energy40,1,22.14
energy,2015-01-21T16:46:11.1234230Z,energy40,1,3595
humidity,2015-01-21T16:46:11.1234230Z,humidity40,1,67
light,2015-01-21T16:46:11.1234230Z,light40,1,538
temperature,2015-01-21T16:46:11.1354369Z,energy41,1,25
energy,2015-01-21T16:46:11.1364316Z,energy41,1,2712
humidity,2015-01-21T16:46:11.1364316Z,humidity41,1,49
light,2015-01-21T16:46:11.1364316Z,light41,1,1105
temperature,2015-01-21T16:46:11.1474446Z,energy42,1,22.37
energy,2015-01-21T16:46:11.1474446Z,energy42,1,2656
humidity,2015-01-21T16:46:11.1474446Z,humidity42,1,53
light,2015-01-21T16:46:11.1474446Z,light42,1,778
temperature,2015-01-21T16:46:11.1584482Z,energy43,1,20.03
energy,2015-01-21T16:46:11.1584482Z,energy43,1,3191
humidity,2015-01-21T16:46:11.1584482Z,humidity43,1,70
light,2015-01-21T16:46:11.1584482Z,light43,1,704
temperature,2015-01-21T16:46:11.1704781Z,energy44,1,23.65
energy,2015-01-21T16:46:11.1704781Z,energy44,1,4329
humidity,2015-01-21T16:46:11.1704781Z,humidity44,1,63
light,2015-01-21T16:46:11.1704781Z,light44,1,1258
temperature,2015-01-21T16:46:11.1844876Z,energy45,1,26.32
energy,2015-01-21T16:46:11.1844876Z,energy45,1,4163
humidity,2015-01-21T16:46:11.1844876Z,humidity45,1,43
light,2015-01-21T16:46:11.1844876Z,light45,1,1565
temperature,2015-01-21T16:46:11.1964743Z,energy46,1,25.16
energy,2015-01-21T16:46:11.1964743Z,energy46,1,4800
humidity,2015-01-21T16:46:11.1964743Z,humidity46,1,45
light,2015-01-21T16:46:11.1964743Z,light46,1,1424
temperature,2015-01-21T16:46:11.2064859Z,energy47,1,25.68
energy,2015-01-21T16:46:11.2064859Z,energy47,1,2740
humidity,2015-01-21T16:46:11.2064859Z,humidity47,1,65
light,2015-01-21T16:46:11.2064859Z,light47,1,219
temperature,2015-01-21T16:46:11.2194949Z,energy48,1,28.55
energy,2015-01-21T16:46:11.2194949Z,energy48,1,4829
humidity,2015-01-21T16:46:11.2194949Z,humidity48,1,66
light,2015-01-21T16:46:11.2194949Z,light48,1,1354
temperature,2015-01-21T16:46:11.2295195Z,energy49,1,22.65
energy,2015-01-21T16:46:11.2295195Z,energy49,1,2990
humidity,2015-01-21T16:46:11.2295195Z,humidity49,1,40
light,2015-01-21T16:46:11.2295195Z,light49,1,1501
temperature,2015-01-21T16:46:11.2415075Z,energy0,2,21.77
energy,2015-01-21T16:46:11.2415075Z,energy0,2,2620
humidity,2015-01-21T16:46:11.2425080Z,humidity0,2,55
light,2015-01-21T16:46:11.2425080Z,light0,2,728
temperature,2015-01-21T16:46:11.2525151Z,energy1,2,22.04
energy,2015-01-21T16:46:11.2525151Z,energy1,2,4675
humidity,2015-01-21T16:46:11.2525151Z,humidity1,2,61
light,2015-01-21T16:46:11.2525151Z,light1,2,1798
temperature,2015-01-21T16:46:11.2785336Z,energy2,2,25.3
energy,2015-01-21T16:46:11.2785336Z,energy2,2,2927
humidity,2015-01-21T16:46:11.2785336Z,humidity2,2,71
light,2015-01-21T16:46:11.2785336Z,light2,2,852
temperature,2015-01-21T16:46:11.2877241Z,energy3,2,23.56
energy,2015-01-21T16:46:11.2877241Z,energy3,2,4219
humidity,2015-01-21T16:46:11.2877241Z,humidity3,2,46
light,2015-01-21T16:46:11.2877241Z,light3,2,955
temperature,2015-01-21T16:46:11.2967548Z,energy4,2,23.9
energy,2015-01-21T16:46:11.2967548Z,energy4,2,4405
humidity,2015-01-21T16:46:11.2967548Z,humidity4,2,67
light,2015-01-21T16:46:11.2967548Z,light4,2,1336
temperature,2015-01-21T16:46:11.3037382Z,energy5,2,20.62
energy,2015-01-21T16:46:11.3047400Z,energy5,2,3285
humidity,2015-01-21T16:46:11.3047400Z,humidity5,2,86
light,2015-01-21T16:46:11.3047400Z,light5,2,88
temperature,2015-01-21T16:46:11.3127497Z,energy6,2,25.01
energy,2015-01-21T16:46:11.3127497Z,energy6,2,2619
humidity,2015-01-21T16:46:11.3127497Z,humidity6,2,70
light,2015-01-21T16:46:11.3127497Z,light6,2,137
temperature,2015-01-21T16:46:11.3207554Z,energy7,2,26.61
energy,2015-01-21T16:46:11.3207554Z,energy7,2,2004
humidity,2015-01-21T16:46:11.3207554Z,humidity7,2,42
light,2015-01-21T16:46:11.3207554Z,light7,2,234
temperature,2015-01-21T16:46:11.3287607Z,energy8,2,35.12
energy,2015-01-21T16:46:11.3297580Z,energy8,2,5398
humidity,2015-01-21T16:46:11.3297580Z,humidity8,2,76
light,2015-01-21T16:46:11.3297580Z,light8,2,923
temperature,2015-01-21T16:46:11.3367833Z,energy9,2,22.88
energy,2015-01-21T16:46:11.3367833Z,energy9,2,3988
humidity,2015-01-21T16:46:11.3367833Z,humidity9,2,64
light,2015-01-21T16:46:11.3367833Z,light9,2,1220
temperature,2015-01-21T16:46:11.3457904Z,energy10,2,23.61
energy,2015-01-21T16:46:11.3457904Z,energy10,2,2394
humidity,2015-01-21T16:46:11.3457904Z,humidity10,2,47
light,2015-01-21T16:46:11.3457904Z,light10,2,608
temperature,2015-01-21T16:46:11.3537742Z,energy11,2,24.01
energy,2015-01-21T16:46:11.3537742Z,energy11,2,2730
humidity,2015-01-21T16:46:11.3537742Z,humidity11,2,44
light,2015-01-21T16:46:11.3537742Z,light11,2,799
temperature,2015-01-21T16:46:11.3658038Z,energy12,2,27.17
